category,neighborhood,primary_type,classification,year,beat,community_area,domestic,iucr,longitude,location_description,case_number,crime_date,latitude,community_number,ward,fbi_code,id,block,description
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1811,-87.7888907594,STREET,HS565885,2010-10-15T14:30:00,41.9821587098,10,41,18,7758018,064XX W GREGORY ST,POSS: CANNABIS 30GMS OR LESS
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0810,-87.8363153862,RESIDENCE-GARAGE,HS565158,2010-10-14T22:00:00,41.9763530371,10,41,06,7756925,083XX W SUMMERDALE AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7922137056,STREET,HS599333,2010-10-14T16:30:00,41.9897703719,10,41,06,7790408,059XX N NAVARRE AVE,$300 AND UNDER
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.7879636119,RESIDENCE,HS564455,2010-10-14T14:00:00,41.9787460071,10,41,14,7761981,053XX N NAGLE AVE,TO PROPERTY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/120/,2010,1622,/api/1.0-beta1/communityarea/10/,False,1140,-87.7865615012,RESIDENCE,HT471359,2010-10-14T08:00:00,41.9887364683,10,45,12,8240442,059XX N MULLIGAN AVE,EMBEZZLEMENT
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0560,-87.7929222496,RESIDENCE,HS564098,2010-10-14T02:00:00,41.9729709475,10,41,08A,7756145,050XX N NATOMA AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.8209968119,RESIDENCE,HS564790,2010-10-13T17:30:00,41.9843097542,10,41,14,7778187,077XX W HIGGINS AVE,TO PROPERTY
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0620,-87.8039232028,APARTMENT,HS562902,2010-10-13T08:00:00,41.9954011833,10,41,05,7754436,062XX N NORTHWEST HWY,UNLAWFUL ENTRY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.8039232028,APARTMENT,HS563104,2010-10-13T07:00:00,41.9954011833,10,41,14,7754790,062XX N NORTHWEST HWY,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.7943591116,STREET,HS556708,2010-10-08T18:00:00,41.9757081887,10,41,06,7748434,066XX W FOSTER AVE,OVER $300
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1150,-87.8170143659,RESIDENCE,HS563668,2010-10-13T00:00:00,41.9800987667,10,41,11,7755314,055XX N ORIOLE AVE,CREDIT CARD FRAUD
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7907017202,RESIDENCE,HS561413,2010-10-12T19:45:00,41.9889235096,10,41,08B,7752738,059XX N NAVARRE AVE,DOMESTIC BATTERY SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0620,-87.7830137457,RESIDENCE,HS561374,2010-10-12T18:15:00,41.9966365278,10,45,05,7752828,063XX N MELVINA AVE,UNLAWFUL ENTRY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1320,-87.790977405,STREET,HS560922,2010-10-12T15:15:00,41.9876460148,10,41,14,7754225,058XX N NORTHWEST HWY,TO VEHICLE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/352/,2010,1622,/api/1.0-beta1/communityarea/10/,False,5000,-87.7865476634,APARTMENT,HS560573,2010-10-12T11:51:00,41.9894938017,10,45,26,7752335,059XX N MULLIGAN AVE,OTHER CRIME AGAINST PERSON
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2826,-87.7905048811,RESIDENCE,HS559791,2010-10-11T21:30:00,41.9726906104,10,41,26,7750985,050XX N NEENAH AVE,HARASSMENT BY ELECTRONIC MEANS
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1614,/api/1.0-beta1/communityarea/10/,False,0810,-87.8321235721,PARKING LOT/GARAGE(NON.RESID.),HS559812,2010-10-11T18:30:00,41.9856459044,10,41,06,7750897,082XX W HIGGINS RD,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7886344266,PARKING LOT/GARAGE(NON.RESID.),HS560228,2010-10-11T12:00:00,41.976416617,10,41,06,7751480,064XX W HIGGINS AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/87/,2010,1622,/api/1.0-beta1/communityarea/10/,False,0843,-87.7814581968,RESIDENCE,HS567358,2010-10-10T00:01:00,41.9863492912,10,45,06,7759125,057XX N MOODY AVE,ATTEMPT FINANCIAL IDENTITY THEFT
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0820,-87.810604393,RESIDENTIAL YARD (FRONT/BACK),HS556771,2010-10-09T23:00:00,41.9971222273,10,41,06,7753233,064XX N AVONDALE AVE,$300 AND UNDER
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0610,-87.8180402356,RESIDENCE,HS557005,2010-10-09T15:00:00,41.9942689498,10,41,05,7748546,076XX W CLARENCE AVE,FORCIBLE ENTRY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7860366767,APARTMENT,HS555808,2010-10-09T11:25:00,41.9941812025,10,45,08B,7748797,063XX W RAVEN ST,DOMESTIC BATTERY SIMPLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1150,-87.7890238614,OTHER,HS562355,2010-10-09T03:00:00,41.9894177549,10,41,11,7754239,059XX N NEWBURG AVE,CREDIT CARD FRAUD
-,None,SEX OFFENSE,/api/1.0-beta1/crimeclassification/188/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1566,-87.8071398584,PARKING LOT/GARAGE(NON.RESID.),HS555156,2010-10-08T23:15:00,41.9786982934,10,41,17,7747294,054XX N HARLEM AVE,INDECENT SOLICITATION/ADULT
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.8008983169,RESIDENCE,HS554757,2010-10-08T19:31:00,41.9756536324,10,41,05,7747689,069XX W FOSTER AVE,FORCIBLE ENTRY
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0620,-87.7879298395,RESIDENCE,HS554904,2010-10-08T18:30:00,41.9805487892,10,41,05,7747026,054XX N NAGLE AVE,UNLAWFUL ENTRY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0486,-87.8170391239,RESIDENCE,HS554649,2010-10-08T17:45:00,41.9774891376,10,41,08B,7746845,053XX N ORIOLE AVE,DOMESTIC BATTERY SIMPLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0620,-87.7877338785,RESIDENCE,HS554728,2010-10-08T09:30:00,41.9910087554,10,41,05,7746914,060XX N NAGLE AVE,UNLAWFUL ENTRY
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2010,1611,/api/1.0-beta1/communityarea/10/,True,1780,-87.7857398418,RESTAURANT,HS553904,2010-10-08T08:00:00,41.9949069993,10,45,26,7746197,062XX N MILWAUKEE AVE,OTHER OFFENSE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7873990418,APARTMENT,HS553349,2010-10-07T23:05:00,41.9931723364,10,45,08B,7745553,061XX N NAGLE AVE,DOMESTIC BATTERY SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1320,-87.7990050444,DRIVEWAY - RESIDENTIAL,HS552977,2010-10-07T17:30:00,41.9834905191,10,41,14,7745143,068XX W HOBART AVE,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0620,-87.8070023206,RESIDENCE-GARAGE,HS552521,2010-10-06T21:00:00,41.9918259301,10,41,05,7745140,060XX N HARLEM AVE,UNLAWFUL ENTRY
-,None,KIDNAPPING,/api/1.0-beta1/crimeclassification/241/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1792,-87.8076143531,SIDEWALK,HS550928,2010-10-06T14:40:00,41.9813733235,10,41,20,7743207,072XX W HIGGINS AVE,CHILD ABDUCTION/STRANGER
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.7886344266,DRUG STORE,HS550318,2010-10-06T08:52:00,41.976416617,10,41,06,7742572,064XX W HIGGINS AVE,RETAIL THEFT
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8044884099,STREET,HS550847,2010-10-06T00:00:00,41.9764495815,10,41,14,7743330,070XX W FARRAGUT AVE,TO VEHICLE
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1811,-87.8046308486,STREET,HS549814,2010-10-05T20:15:00,41.9721226213,10,41,18,7741885,050XX N MONTCLARE AVE,POSS: CANNABIS 30GMS OR LESS
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8037575187,STREET,HS549756,2010-10-05T19:45:00,41.9727826947,10,41,14,7741884,050XX N NOTTINGHAM AVE,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0610,-87.8128885851,RESIDENCE-GARAGE,HS601989,2010-10-05T17:00:00,41.995359854,10,41,05,7792918,074XX W PALATINE AVE,FORCIBLE ENTRY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.7861390271,ABANDONED BUILDING,HS571924,2010-10-05T10:00:00,41.9972634237,10,45,14,7764869,063XX W DEVON AVE,TO PROPERTY
V,None,ROBBERY,/api/1.0-beta1/crimeclassification/20/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0320,-87.7962696407,SIDEWALK,HS548617,2010-10-05T07:55:00,41.9807390391,10,41,03,7741892,067XX W TALCOTT AVE,STRONGARM - NO WEAPON
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2010,1614,/api/1.0-beta1/communityarea/10/,False,1150,-87.8364364612,OTHER,HT177180,2010-10-05T00:01:00,41.9797014948,10,41,11,7945138,055XX N CUMBERLAND AVE,CREDIT CARD FRAUD
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.7902081587,RESIDENCE,HS548946,2010-10-04T22:45:00,41.9729883257,10,41,08B,7741877,050XX N NEENAH AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.8113517454,SMALL RETAIL STORE,HS548103,2010-10-04T19:25:00,41.9745408379,10,41,06,7739975,073XX W FOSTER AVE,RETAIL THEFT
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/149/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1345,-87.7783710491,PARK PROPERTY,HS549383,2010-10-04T16:00:00,41.9928326732,10,45,14,7741922,060XX W MATSON AVE,TO CITY OF CHICAGO PROPERTY
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/150/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1350,-87.7891005761,"SCHOOL, PUBLIC, GROUNDS",HS547586,2010-10-04T14:30:00,41.9830021751,10,41,26,7739649,064XX W BRYN MAWR AVE,TO STATE SUP LAND
V,None,BATTERY,/api/1.0-beta1/crimeclassification/29/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0430,-87.7878244313,STREET,HS547948,2010-10-04T14:30:00,41.986003764,10,41,04B,7740032,058XX N NAGLE AVE,AGGRAVATED: OTHER DANG WEAPON
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7967449848,VEHICLE NON-COMMERCIAL,HS552654,2010-10-03T14:00:00,41.9911445324,10,41,06,7745000,060XX N NORTHWEST HWY,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.7928191432,RESIDENCE,HS548986,2010-10-03T11:00:00,41.9782064089,10,41,26,7742635,053XX N NATOMA AVE,HARASSMENT BY TELEPHONE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.7901384925,RESIDENCE,HS549401,2010-10-03T01:00:00,41.9764264877,10,41,06,7741830,052XX N NEENAH AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,True,2825,-87.8100650087,RESIDENCE,HS549394,2010-10-02T00:01:00,41.9798834396,10,41,26,7742814,054XX N OCTAVIA AVE,HARASSMENT BY TELEPHONE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS547166,2010-10-01T12:50:00,41.982986164,10,41,08B,7739260,065XX W BRYN MAWR AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.8243827416,RESIDENCE,HS596613,2010-10-01T00:01:00,41.9752716784,10,41,14,7787944,052XX N CANFIELD AVE,TO PROPERTY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0486,-87.8013725208,ALLEY,HS542334,2010-10-01T00:00:00,41.9739105146,10,41,08B,7736954,051XX N SAYRE AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/87/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0843,-87.8020775504,RESIDENCE,HS593421,2010-10-01T00:00:00,41.9762491,10,41,06,7784433,069XX W FARRAGUT AVE,ATTEMPT FINANCIAL IDENTITY THEFT
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7846155157,STREET,HS542645,2010-09-30T21:00:00,41.991323196,10,45,14,7735374,062XX W HOLBROOK ST,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0460,-87.7929222496,RESIDENTIAL YARD (FRONT/BACK),HS542033,2010-09-30T17:45:00,41.9729709475,10,41,08B,7734908,050XX N NATOMA AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7819705335,BAR OR TAVERN,HS545935,2010-09-30T10:36:00,41.9913407089,10,45,06,7738127,060XX N MILWAUKEE AVE,OVER $300
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/260/,2010,1612,/api/1.0-beta1/communityarea/10/,False,2020,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS541282,2010-09-30T07:50:00,41.982986164,10,41,18,7734097,065XX W BRYN MAWR AVE,POSS: AMPHETAMINES
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/114/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1110,-87.8071674718,BANK,HS551037,2010-09-30T00:01:00,41.9766841723,10,41,11,7743611,053XX N HARLEM AVE,BOGUS CHECK
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1611,/api/1.0-beta1/communityarea/10/,False,2820,-87.8024001499,RESIDENCE,HS544228,2010-09-29T20:28:00,41.9949660543,10,41,26,7736899,062XX N NORDICA AVE,TELEPHONE THREAT
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.7912292606,STREET,HS540220,2010-09-29T18:05:00,41.9757346151,10,41,08B,7732830,065XX W FOSTER AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.7977486844,STREET,HS550059,2010-09-29T12:00:00,41.9740912487,10,41,06,7742030,051XX N NEWCASTLE AVE,OVER $300
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.7960785299,RESIDENCE PORCH/HALLWAY,HS539600,2010-09-29T00:00:00,41.9754720138,10,41,06,7732307,067XX W FOSTER AVE,FROM BUILDING
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.8040732743,VEHICLE NON-COMMERCIAL,HS538960,2010-09-28T22:40:00,41.9954924339,10,41,14,7731279,062XX N NORTHWEST HWY,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.8021937483,RESIDENCE-GARAGE,HS540152,2010-09-28T21:00:00,41.9812962323,10,41,05,7732703,055XX N NORDICA AVE,FORCIBLE ENTRY
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2010,1612,/api/1.0-beta1/communityarea/10/,False,1152,-87.8084944027,RESIDENCE,HS538385,2010-09-28T13:00:00,41.9884134873,10,41,11,7730869,059XX N OCONTO AVE,ILLEGAL USE CASH CARD
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0810,-87.7977594445,RESIDENCE,HS537861,2010-09-28T09:00:00,41.9807075803,10,41,06,7730200,054XX N NEWCASTLE AVE,OVER $300
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.8060785279,RESIDENCE,HS537702,2010-09-28T08:00:00,41.9722692338,10,41,05,7732290,050XX N NEVA AVE,FORCIBLE ENTRY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1612,/api/1.0-beta1/communityarea/10/,False,2820,-87.8085984615,RESIDENCE,HS580664,2010-09-28T06:00:00,41.9936581299,10,41,26,7779348,072XX W MYRTLE AVE,TELEPHONE THREAT
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1611,/api/1.0-beta1/communityarea/10/,False,2825,-87.7994943224,RESIDENCE,HS539638,2010-09-28T04:00:00,41.9993268278,10,41,26,7732238,064XX N NEWARK AVE,HARASSMENT BY TELEPHONE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0810,-87.8069468674,STREET,HS537456,2010-09-28T02:00:00,41.9713182337,10,41,06,7729552,049XX N HARLEM AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1612,/api/1.0-beta1/communityarea/10/,False,2825,-87.8098698903,RESIDENCE,HS547604,2010-09-27T19:00:00,41.9893363309,10,41,26,7739981,059XX N ODELL AVE,HARASSMENT BY TELEPHONE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0620,-87.8188523231,RESIDENCE-GARAGE,HS537550,2010-09-27T17:30:00,41.9843303497,10,41,05,7729763,076XX W VICTORIA ST,UNLAWFUL ENTRY
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2010,1611,/api/1.0-beta1/communityarea/10/,True,1780,-87.7892888548,RESIDENCE,HS536830,2010-09-27T17:30:00,41.9924239095,10,41,26,7730707,060XX N NAPLES AVE,OTHER OFFENSE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7816716113,STREET,HS536055,2010-09-27T09:00:00,41.9910264341,10,45,06,7728415,060XX N MILWAUKEE AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.7886344266,COMMERCIAL / BUSINESS OFFICE,HS535693,2010-09-27T05:04:00,41.976416617,10,41,06,7729291,064XX W HIGGINS AVE,RETAIL THEFT
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2820,-87.7901384925,RESIDENCE,HS536883,2010-09-26T16:46:00,41.9764264877,10,41,26,7729056,052XX N NEENAH AVE,TELEPHONE THREAT
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/353/,2010,1613,/api/1.0-beta1/communityarea/10/,False,5001,-87.8231027705,RESIDENCE,HS547082,2010-09-26T12:00:00,41.9803619897,10,41,26,7739024,078XX W GREGORY ST,OTHER CRIME INVOLVING PROPERTY
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0610,-87.7840230561,RESTAURANT,HS538400,2010-09-26T09:30:00,41.9934882794,10,45,05,7730715,061XX N MILWAUKEE AVE,FORCIBLE ENTRY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.7927584731,RESIDENCE,HS534378,2010-09-26T03:30:00,41.9814662386,10,41,14,7727986,055XX N NATOMA AVE,TO PROPERTY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1310,-87.7962458009,STREET,HS534015,2010-09-25T21:46:00,41.9739470171,10,41,14,7726155,051XX N OAK PARK AVE,TO PROPERTY
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0560,-87.7840230561,ALLEY,HS533963,2010-09-25T20:50:00,41.9934882794,10,45,08A,7726108,061XX N MILWAUKEE AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7938434,STREET,HS534088,2010-09-25T19:00:00,41.9727584874,10,41,14,7726327,050XX N NORMANDY AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7893154096,STREET,HS534041,2010-09-25T19:00:00,41.9715900408,10,41,14,7726342,049XX N NATCHEZ AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2010,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7903410409,STREET,HS534147,2010-09-25T18:00:00,41.9811557116,10,41,14,7727907,055XX N NEENAH AVE,TO VEHICLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/118/,2010,1611,/api/1.0-beta1/communityarea/10/,False,1130,-87.7897962697,RESIDENCE,HS533649,2010-09-25T16:15:00,41.9872617287,10,41,11,7725918,058XX N NORTHWEST HWY,FRAUD OR CONFIDENCE GAME
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0460,-87.807133131,STREET,HS539080,2010-09-25T15:30:00,41.9790687304,10,41,08B,7731326,054XX N HARLEM AVE,SIMPLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2010,1613,/api/1.0-beta1/communityarea/10/,True,0486,-87.7989263105,RESIDENCE,HS532785,2010-09-25T03:40:00,41.9726724925,10,41,08B,7726344,050XX N NEW ENGLAND AVE,DOMESTIC BATTERY SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7780248517,STREET,HS533536,2010-09-24T20:00:00,41.9911872242,10,45,06,7725904,060XX N AUSTIN AVE,OVER $300
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/262/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2022,-87.7881179259,RESIDENCE,HS532000,2010-09-24T19:37:00,41.9710025879,10,41,18,7725047,049XX N NAGLE AVE,POSS: COCAINE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2010,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.8207090416,RESIDENCE,HS532271,2010-09-24T19:23:00,41.9821268269,10,41,26,7724958,056XX N OZARK AVE,HARASSMENT BY TELEPHONE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2010,1614,/api/1.0-beta1/communityarea/10/,False,2820,-87.8352751655,RESIDENCE,HS531385,2010-09-24T06:30:00,41.9781706831,10,41,26,7724241,083XX W BALMORAL AVE,TELEPHONE THREAT
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8071179036,GAS STATION,HS532632,2010-09-24T00:01:00,41.9809182551,10,41,06,7725210,054XX N HARLEM AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.7835024922,SIDEWALK,HS530237,2010-09-23T16:30:00,41.9928518775,10,45,06,7723131,061XX N MILWAUKEE AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0890,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HS529622,2010-09-23T09:20:00,41.982986164,10,41,06,7722399,065XX W BRYN MAWR AVE,FROM BUILDING
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2010,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.8113517454,PARKING LOT/GARAGE(NON.RESID.),HS528921,2010-09-22T20:30:00,41.9745408379,10,41,06,7721347,073XX W FOSTER AVE,$300 AND UNDER
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2010,1612,/api/1.0-beta1/communityarea/10/,False,0560,-87.8147418733,STREET,HS529539,2010-09-22T18:00:00,41.9945504701,10,41,08A,7722851,075XX W CLARENCE AVE,SIMPLE
