category,neighborhood,primary_type,classification,year,beat,community_area,domestic,iucr,longitude,location_description,case_number,crime_date,latitude,community_number,ward,fbi_code,id,block,description
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/146/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1330,-87.7974823166,RESIDENCE,HR563466,2009-09-30T07:30:00,41.972525807,10,41,26,7154562,050XX N NEWCASTLE AVE,TO LAND
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0810,-87.8143375444,"SCHOOL, PRIVATE, BUILDING",HR711916,2009-09-29T15:30:00,41.9895295008,10,41,06,7294874,075XX W TALCOTT AVE,OVER $300
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.7930144841,"SCHOOL, PUBLIC, BUILDING",HR563582,2009-09-29T12:00:00,41.9938163493,10,41,08B,7156195,066XX W RAVEN ST,SIMPLE
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/146/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1330,-87.80668951,RESIDENCE PORCH/HALLWAY,HR560928,2009-09-28T16:09:00,41.9936274344,10,41,26,7151533,062XX N HARLEM AVE,TO LAND
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HR562089,2009-09-28T15:30:00,41.982986164,10,41,08B,7154435,065XX W BRYN MAWR AVE,SIMPLE
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/150/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1350,-87.7915171624,"SCHOOL, PUBLIC, GROUNDS",HR560795,2009-09-28T14:45:00,41.982986164,10,41,26,7151478,065XX W BRYN MAWR AVE,TO STATE SUP LAND
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2009,1622,/api/1.0-beta1/communityarea/10/,False,2820,-87.7874962342,RESIDENCE,HR560663,2009-09-28T10:30:00,41.9878243536,10,45,26,7151537,058XX N NAGLE AVE,TELEPHONE THREAT
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0610,-87.782722942,RESIDENCE,HR561136,2009-09-28T08:00:00,41.9949501965,10,45,05,7151813,062XX N MELVINA AVE,FORCIBLE ENTRY
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8055804914,STREET,HR559961,2009-09-28T03:50:00,41.9809249187,10,41,14,7150195,071XX W HIGGINS AVE,TO VEHICLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7889096694,STREET,HR560137,2009-09-27T21:00:00,41.9773482085,10,41,14,7150472,052XX N NATCHEZ AVE,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.7925432361,APARTMENT,HR559201,2009-09-27T12:00:00,41.9773461731,10,41,05,7155840,052XX N NATOMA AVE,FORCIBLE ENTRY
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/146/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1330,-87.7928115348,RESIDENCE,HR558522,2009-09-27T03:45:00,41.988672764,10,41,26,7149100,059XX N NORTHWEST HWY,TO LAND
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/121/,2009,1622,/api/1.0-beta1/communityarea/10/,False,1150,-87.7806023585,RESIDENCE,HR563973,2009-09-27T00:00:00,41.9832359929,10,45,11,7155325,056XX N MEADE AVE,CREDIT CARD FRAUD
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7908293258,STREET,HR558699,2009-09-26T22:00:00,41.9938225085,10,41,14,7149243,065XX W RAVEN ST,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.8145921525,RESIDENCE-GARAGE,HR562781,2009-09-26T19:00:00,41.9753842765,10,41,05,7154100,052XX N OLCOTT AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0810,-87.7828968256,SIDEWALK,HR557663,2009-09-26T15:10:00,41.9918473425,10,45,06,7148769,060XX N MILWAUKEE AVE,OVER $300
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2009,1612,/api/1.0-beta1/communityarea/10/,False,2820,-87.8041488011,RESIDENCE,HR560781,2009-09-25T19:00:00,41.995256781,10,41,26,7151539,062XX N NORTHWEST HWY,TELEPHONE THREAT
-,None,SEX OFFENSE,/api/1.0-beta1/crimeclassification/185/,2009,1611,/api/1.0-beta1/communityarea/10/,False,1563,-87.7881679479,VEHICLE-COMMERCIAL,HR561416,2009-09-25T18:40:00,41.9974734035,10,41,17,7153892,064XX N MILWAUKEE AVE,CRIMINAL SEXUAL ABUSE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0820,-87.789035409,STREET,HR556452,2009-09-25T17:45:00,41.9984242676,10,41,06,7148331,064XX N MILWAUKEE AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0890,-87.7925895662,APARTMENT,HR556237,2009-09-25T17:00:00,41.9888226497,10,41,06,7147341,059XX N NORTHWEST HWY,FROM BUILDING
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/299/,2009,1611,/api/1.0-beta1/communityarea/10/,False,2830,-87.7870305699,OTHER,HR555875,2009-09-25T13:53:00,41.9962550615,10,45,17,7151467,063XX N MILWAUKEE AVE,OBSCENE TELEPHONE CALLS
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2009,1622,/api/1.0-beta1/communityarea/10/,False,0610,-87.7851156724,RESIDENCE,HR556215,2009-09-25T11:00:00,41.985334996,10,45,05,7148038,057XX N MOBILE AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0890,-87.7817577183,RESIDENCE,HR563999,2009-09-24T21:30:00,41.9934088121,10,45,06,7156192,061XX N MOODY AVE,FROM BUILDING
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2009,1611,/api/1.0-beta1/communityarea/10/,False,2820,-87.7870093553,RESIDENCE,HR554686,2009-09-24T19:40:00,41.9952944916,10,45,26,7145608,063XX W HAFT ST,TELEPHONE THREAT
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0610,-87.8056654116,RESIDENCE,HR554822,2009-09-24T13:00:00,41.9777667282,10,41,05,7145607,071XX W SUMMERDALE AVE,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0810,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HR586742,2009-09-24T12:30:00,41.982986164,10,41,06,7176621,065XX W BRYN MAWR AVE,OVER $300
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/149/,2009,1611,/api/1.0-beta1/communityarea/10/,False,1345,-87.7783710491,PARK PROPERTY,HR553037,2009-09-23T22:40:00,41.9928326732,10,45,14,7143681,060XX W MATSON AVE,TO CITY OF CHICAGO PROPERTY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0460,-87.7889628701,SIDEWALK,HR552465,2009-09-23T16:30:00,41.9987340177,10,41,08B,7143238,064XX N MILWAUKEE AVE,SIMPLE
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1811,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HR551584,2009-09-23T08:45:00,41.982986164,10,41,18,7142284,065XX W BRYN MAWR AVE,POSS: CANNABIS 30GMS OR LESS
V,None,BATTERY,/api/1.0-beta1/crimeclassification/28/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0420,-87.7826808674,STREET,HR551936,2009-09-23T02:00:00,41.9925762636,10,45,04B,7146584,061XX N ELSTON AVE,AGGRAVATED:KNIFE/CUTTING INSTR
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2009,1622,/api/1.0-beta1/communityarea/10/,False,1310,-87.7790867335,"SCHOOL, PUBLIC, GROUNDS",HR551497,2009-09-22T18:00:00,41.9836924557,10,45,14,7141924,056XX N MC VICKER AVE,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2009,1614,/api/1.0-beta1/communityarea/10/,False,0890,-87.8364381549,COMMERCIAL / BUSINESS OFFICE,HR551645,2009-09-22T16:00:00,41.9799567133,10,41,06,7142265,055XX N CUMBERLAND AVE,FROM BUILDING
Q,None,NARCOTICS,/api/1.0-beta1/crimeclassification/242/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1811,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HR550030,2009-09-22T09:30:00,41.982986164,10,41,18,7140753,065XX W BRYN MAWR AVE,POSS: CANNABIS 30GMS OR LESS
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.8109811797,RESIDENCE-GARAGE,HR557459,2009-09-22T00:01:00,41.9802855217,10,41,14,7149159,055XX N ODELL AVE,TO VEHICLE
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/79/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0620,-87.7918793217,OTHER,HR550872,2009-09-21T15:30:00,41.9884268812,10,41,05,7143432,059XX N NORTHWEST HWY,UNLAWFUL ENTRY
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/150/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1350,-87.7915171624,"SCHOOL, PUBLIC, GROUNDS",HR548706,2009-09-21T14:30:00,41.982986164,10,41,26,7139275,065XX W BRYN MAWR AVE,TO STATE SUP LAND
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2009,1622,/api/1.0-beta1/communityarea/10/,False,0820,-87.7813830361,STREET,HR563485,2009-09-21T00:05:00,41.987811589,10,45,06,7154561,058XX N MEDINA AVE,$300 AND UNDER
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/123/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1152,-87.793685573,RESIDENCE,HR556195,2009-09-21T00:01:00,41.9814349258,10,41,11,7148333,055XX N NORMANDY AVE,ILLEGAL USE CASH CARD
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0560,-87.8054824137,PARK PROPERTY,HR547060,2009-09-20T14:45:00,41.9927986306,10,41,08A,7138164,061XX N NEVA AVE,SIMPLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/87/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0843,-87.8071989288,ATM (AUTOMATIC TELLER MACHINE),HR546799,2009-09-20T11:35:00,41.9759900321,10,41,06,7138159,052XX N HARLEM AVE,ATTEMPT FINANCIAL IDENTITY THEFT
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/131/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1210,-87.8069190693,OTHER,HR549437,2009-09-20T11:30:00,41.975140789,10,41,11,7145732,051XX N HARLEM AVE,THEFT OF LABOR/SERVICES
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0460,-87.8056668241,BAR OR TAVERN,HR546443,2009-09-20T04:30:00,41.9807140118,10,41,08B,7153432,071XX W HIGGINS AVE,SIMPLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2009,1611,/api/1.0-beta1/communityarea/10/,True,0560,-87.7801833387,RESIDENTIAL YARD (FRONT/BACK),HR546427,2009-09-20T03:58:00,41.9912772271,10,45,08A,7137019,060XX N ELSTON AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/149/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1345,-87.7977620652,STREET,HR546625,2009-09-20T01:30:00,41.9720551085,10,41,14,7137289,068XX W ARGYLE ST,TO CITY OF CHICAGO PROPERTY
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.7879352172,STREET,HR545503,2009-09-19T15:04:00,41.9859521505,10,41,08B,7136432,057XX N NORTHWEST HWY,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1611,/api/1.0-beta1/communityarea/10/,False,1320,-87.7802044934,STREET,HR545433,2009-09-19T14:00:00,41.9926576609,10,45,14,7136357,061XX N MEADE AVE,TO VEHICLE
V,None,BATTERY,/api/1.0-beta1/crimeclassification/57/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0495,-87.8070337067,STREET,HR545417,2009-09-19T14:00:00,41.9889089888,10,41,04B,7137284,059XX N HARLEM AVE,AGGRAVATED OF A SENIOR CITIZEN
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.8070337067,DRIVEWAY - RESIDENTIAL,HR545602,2009-09-19T13:30:00,41.9889089888,10,41,08B,7137733,059XX N HARLEM AVE,SIMPLE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.8013725208,STREET,HR547218,2009-09-19T12:00:00,41.9739105146,10,41,08A,7137678,051XX N SAYRE AVE,SIMPLE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1320,-87.7979285275,STREET,HR546218,2009-09-19T11:30:00,41.9815974912,10,41,14,7137010,068XX W TALCOTT AVE,TO VEHICLE
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0820,-87.7956739666,ALLEY,HR545014,2009-09-19T08:30:00,41.9754756082,10,41,06,7136407,067XX W FOSTER AVE,$300 AND UNDER
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0890,-87.7929117388,BAR OR TAVERN,HR545179,2009-09-19T02:00:00,41.9890025399,10,41,06,7151150,059XX N NORTHWEST HWY,FROM BUILDING
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/238/,2009,1611,/api/1.0-beta1/communityarea/10/,True,1780,-87.8066250992,RESIDENCE,HR556153,2009-09-18T18:00:00,42.0001007007,10,41,26,7147381,065XX N HARLEM AVE,OTHER OFFENSE
V,None,ASSAULT,/api/1.0-beta1/crimeclassification/62/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0520,-87.8022056357,CTA BUS STOP,HR544051,2009-09-18T17:45:00,41.9803083735,10,41,04A,7135568,054XX N NORDICA AVE,AGGRAVATED:KNIFE/CUTTING INSTR
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/150/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1350,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HR543655,2009-09-18T14:40:00,41.982986164,10,41,26,7136181,065XX W BRYN MAWR AVE,TO STATE SUP LAND
V,None,ASSAULT,/api/1.0-beta1/crimeclassification/63/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0530,-87.7900545805,RESIDENTIAL YARD (FRONT/BACK),HR543327,2009-09-18T11:25:00,41.9806741206,10,41,04A,7136030,054XX N NEENAH AVE,AGGRAVATED: OTHER DANG WEAPON
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2009,1614,/api/1.0-beta1/communityarea/10/,False,0810,-87.8364383599,COMMERCIAL / BUSINESS OFFICE,HR701449,2009-09-18T09:00:00,41.9794572686,10,41,06,7286420,055XX N CUMBERLAND AVE,OVER $300
-,None,PUBLIC PEACE VIOLATION,/api/1.0-beta1/crimeclassification/305/,2009,1612,/api/1.0-beta1/communityarea/10/,False,2890,-87.7915171624,"SCHOOL, PUBLIC, BUILDING",HR543259,2009-09-18T08:00:00,41.982986164,10,41,26,7136147,065XX W BRYN MAWR AVE,OTHER VIOLATION
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2009,1611,/api/1.0-beta1/communityarea/10/,False,1310,-87.7887548051,RESIDENCE,HR542814,2009-09-18T00:45:00,41.9873226538,10,41,14,7134305,058XX N NAPOLEON AVE,TO PROPERTY
P,None,THEFT,/api/1.0-beta1/crimeclassification/83/,2009,1614,/api/1.0-beta1/communityarea/10/,False,0820,-87.8261588413,STREET,HR543063,2009-09-18T00:15:00,41.9827081066,10,41,06,7134093,056XX N OSAGE AVE,$300 AND UNDER
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/296/,2009,1614,/api/1.0-beta1/communityarea/10/,False,2820,-87.8343642535,RESIDENCE,HR555554,2009-09-18T00:01:00,41.9766080175,10,41,26,7147133,083XX W SUMMERDALE AVE,TELEPHONE THREAT
-,None,OFFENSE INVOLVING CHILDREN,/api/1.0-beta1/crimeclassification/231/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1750,-87.7903306951,RESIDENCE,HR549412,2009-09-17T14:10:00,41.981940505,10,41,20,7139767,055XX N NEENAH AVE,CHILD ABUSE
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.7952372206,RESIDENCE,HR568888,2009-09-17T11:00:00,41.9836705027,10,41,14,7159889,056XX N NEWARK AVE,TO PROPERTY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/298/,2009,1622,/api/1.0-beta1/communityarea/10/,False,2826,-87.7790417588,RESIDENCE,HR541915,2009-09-17T02:30:00,41.9893013855,10,45,26,7213084,059XX N MC COOK AVE,HARASSMENT BY ELECTRONIC MEANS
P,None,THEFT,/api/1.0-beta1/crimeclassification/82/,2009,1622,/api/1.0-beta1/communityarea/10/,False,0810,-87.7873130435,"SCHOOL, PUBLIC, BUILDING",HR540511,2009-09-16T14:40:00,41.9830046637,10,45,06,7133291,063XX W BRYN MAWR AVE,OVER $300
-,None,PUBLIC PEACE VIOLATION,/api/1.0-beta1/crimeclassification/301/,2009,1613,/api/1.0-beta1/communityarea/10/,False,2850,-87.8071989288,BANK,HR540040,2009-09-16T14:23:00,41.9759900321,10,41,26,7132574,052XX N HARLEM AVE,BOMB THREAT
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2009,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.7973745687,RESIDENCE,HR574087,2009-09-16T14:00:00,41.9783594886,10,41,26,7164839,053XX N NEWCASTLE AVE,HARASSMENT BY TELEPHONE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/114/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1110,-87.7974823166,RESIDENCE,HR552565,2009-09-16T12:00:00,41.972525807,10,41,11,7145288,050XX N NEWCASTLE AVE,BOGUS CHECK
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/144/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1310,-87.8205639821,RESIDENCE,HR539182,2009-09-16T00:35:00,41.985078943,10,41,14,7129771,077XX W VICTORIA ST,TO PROPERTY
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/354/,2009,1613,/api/1.0-beta1/communityarea/10/,False,5002,-87.8071005717,STREET,HR541526,2009-09-16T00:30:00,41.9812365034,10,41,26,7137440,055XX N HARLEM AVE,OTHER VEHICLE OFFENSE
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2009,1613,/api/1.0-beta1/communityarea/10/,False,2825,-87.7961768037,RESIDENCE,HR539677,2009-09-15T16:00:00,41.9773440226,10,41,26,7142262,053XX N OAK PARK AVE,HARASSMENT BY TELEPHONE
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/69/,2009,1622,/api/1.0-beta1/communityarea/10/,False,0554,-87.7817788061,RESIDENTIAL YARD (FRONT/BACK),HR538026,2009-09-15T11:30:00,41.9850006849,10,45,08A,7131944,057XX N MOODY AVE,AGG PO HANDS NO/MIN INJURY
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2009,1614,/api/1.0-beta1/communityarea/10/,False,0890,-87.8325829441,RESIDENCE,HR539865,2009-09-15T09:00:00,41.9786556731,10,41,06,7130939,054XX N PITTSBURGH AVE,FROM BUILDING
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1614,/api/1.0-beta1/communityarea/10/,False,1320,-87.8305943973,STREET,HR537450,2009-09-15T02:10:00,41.9794482905,10,41,14,7127752,055XX N PARIS AVE,TO VEHICLE
V,None,ASSAULT,/api/1.0-beta1/crimeclassification/63/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0530,-87.8145545513,PARK PROPERTY,HR537081,2009-09-14T16:00:00,41.9786579458,10,41,04A,7131806,054XX N OLCOTT AVE,AGGRAVATED: OTHER DANG WEAPON
-,None,CRIMINAL TRESPASS,/api/1.0-beta1/crimeclassification/150/,2009,1612,/api/1.0-beta1/communityarea/10/,False,1350,-87.7923005929,"SCHOOL, PUBLIC, GROUNDS",HR536470,2009-09-14T14:45:00,41.9829843705,10,41,26,7127059,065XX W BRYN MAWR AVE,TO STATE SUP LAND
-,None,ASSAULT,/api/1.0-beta1/crimeclassification/74/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0560,-87.7893665638,OTHER,HR537017,2009-09-14T06:00:00,41.9690354244,10,41,08A,7127379,048XX N NATCHEZ AVE,SIMPLE
-,None,DECEPTIVE PRACTICE,/api/1.0-beta1/crimeclassification/114/,2009,1613,/api/1.0-beta1/communityarea/10/,False,1110,-87.7886344266,DRUG STORE,HR536081,2009-09-14T01:02:00,41.976416617,10,41,11,7126763,064XX W HIGGINS AVE,BOGUS CHECK
P,None,THEFT,/api/1.0-beta1/crimeclassification/93/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0890,-87.821581529,RESIDENCE PORCH/HALLWAY,HR536230,2009-09-14T00:01:00,41.9788102303,10,41,06,7126707,077XX W RASCHER AVE,FROM BUILDING
V,None,ROBBERY,/api/1.0-beta1/crimeclassification/362/,2009,1613,/api/1.0-beta1/communityarea/10/,False,031A,-87.8071646751,GAS STATION,HR535417,2009-09-13T19:50:00,41.9810447029,10,41,03,7125643,072XX W HIGGINS AVE,ARMED: HANDGUN
P,None,BURGLARY,/api/1.0-beta1/crimeclassification/78/,2009,1611,/api/1.0-beta1/communityarea/10/,False,0610,-87.7918793217,WAREHOUSE,HR536646,2009-09-13T14:30:00,41.9884268812,10,41,05,7127838,059XX N NORTHWEST HWY,FORCIBLE ENTRY
P,None,THEFT,/api/1.0-beta1/crimeclassification/89/,2009,1613,/api/1.0-beta1/communityarea/10/,False,0860,-87.8113517454,GROCERY FOOD STORE,HR534705,2009-09-13T11:30:00,41.9745408379,10,41,06,7126039,073XX W FOSTER AVE,RETAIL THEFT
-,None,OTHER OFFENSE,/api/1.0-beta1/crimeclassification/297/,2009,1611,/api/1.0-beta1/communityarea/10/,True,2825,-87.7980670681,OTHER,HR534488,2009-09-13T07:30:00,41.9935985303,10,41,26,7125000,062XX N NEWARK AVE,HARASSMENT BY TELEPHONE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/48/,2009,1611,/api/1.0-beta1/communityarea/10/,True,0486,-87.7882539768,RESIDENCE,HR534517,2009-09-13T04:00:00,41.9878224656,10,41,08B,7125022,058XX N NAPOLEON AVE,DOMESTIC BATTERY SIMPLE
-,None,LIQUOR LAW VIOLATION,/api/1.0-beta1/crimeclassification/290/,2009,1611,/api/1.0-beta1/communityarea/10/,False,2220,-87.7973161541,PARK PROPERTY,HR534001,2009-09-12T22:24:00,41.998916025,10,41,22,7124590,068XX W IMLAY ST,ILLEGAL POSSESSION BY MINOR
Q,None,CRIMINAL DAMAGE,/api/1.0-beta1/crimeclassification/145/,2009,1614,/api/1.0-beta1/communityarea/10/,False,1320,-87.8358737528,STREET,HR534703,2009-09-12T22:00:00,41.9773390393,10,41,14,7125152,083XX W CATHERINE AVE,TO VEHICLE
-,None,BATTERY,/api/1.0-beta1/crimeclassification/36/,2009,1612,/api/1.0-beta1/communityarea/10/,False,0460,-87.8007428747,SIDEWALK,HR533910,2009-09-12T21:10:00,41.986805359,10,41,08B,7124519,058XX N NICKERSON AVE,SIMPLE
